Sourceid,Title,Type,Issn,Subject_Category
21100370881,Journal of experimental psychology. Animal learning and cognition,journal,"23298464, 23298456",Experimental_and_Cognitive_Psychology
21101173089,Journal of Cognitive Enhancement,journal,"25093304, 25093290",Experimental_and_Cognitive_Psychology
15947,Behaviormetrika,journal,03857417,Experimental_and_Cognitive_Psychology
29520,Animal Cognition,journal,"14359448, 14359456",Experimental_and_Cognitive_Psychology
12737,"Aging, Neuropsychology, and Cognition",journal,"17444128, 13825585",Experimental_and_Cognitive_Psychology
21100210905,i-Perception,journal,20416695,Experimental_and_Cognitive_Psychology
14018,Human Movement Science,journal,"01679457, 18727646",Experimental_and_Cognitive_Psychology
12100156320,"Mind, Brain, and Education",journal,"17512271, 1751228X",Experimental_and_Cognitive_Psychology
16750,Journal of Neurolinguistics,journal,"18738052, 09116044",Experimental_and_Cognitive_Psychology
15372,Journal of Adult Development,journal,"10680667, 15733440",Experimental_and_Cognitive_Psychology
5800207751,Metaphor and Symbol,journal,"15327868, 10926488",Experimental_and_Cognitive_Psychology
13560,Ecological Psychology,journal,"15326969, 10407413",Experimental_and_Cognitive_Psychology
15428,Journal of Communication Disorders,journal,"00219924, 18737994",Experimental_and_Cognitive_Psychology
12795,Perception,journal,"14684233, 03010066",Experimental_and_Cognitive_Psychology
23635,Adaptive Behavior,journal,"17412633, 10597123",Experimental_and_Cognitive_Psychology
12798,Perceptual and Motor Skills,journal,"1558688X, 00315125",Experimental_and_Cognitive_Psychology
14145,Experimental Psychology,journal,"21905142, 16183169",Experimental_and_Cognitive_Psychology
22496,Journal of Psycholinguistic Research,journal,"15736555, 00906905",Experimental_and_Cognitive_Psychology
130113,Cognitive Processing,journal,"16124782, 16124790",Experimental_and_Cognitive_Psychology
5800208235,Spatial Cognition and Computation,journal,13875868,Experimental_and_Cognitive_Psychology
21100829991,"Psychology of Consciousness: Theory Research, and Practice",journal,"23265531, 23265523",Experimental_and_Cognitive_Psychology
21101160593,Insight,journal,"26646005, 2663970X",Experimental_and_Cognitive_Psychology
21101041530,Journal of Cultural Cognitive Science,journal,25201018,Experimental_and_Cognitive_Psychology
30070,Journal of Rational - Emotive and Cognitive - Behavior Therapy,journal,"08949085, 15736563",Experimental_and_Cognitive_Psychology
21100243801,Multisensory Research,journal,"22134808, 22134794",Experimental_and_Cognitive_Psychology
21101175729,Journal of Creativity,journal,27133745,Experimental_and_Cognitive_Psychology
12821,Canadian Journal of Experimental Psychology,journal,"18787290, 11961961",Experimental_and_Cognitive_Psychology
19900192026,Journal of Cognitive Psychology,journal,"20445911, 2044592X",Experimental_and_Cognitive_Psychology
21100934557,Journal of Intelligence,journal,20793200,Experimental_and_Cognitive_Psychology
11200153508,Memory Studies,journal,"17506999, 17506980",Experimental_and_Cognitive_Psychology
21100837404,Adaptive Human Behavior and Physiology,journal,21987335,Experimental_and_Cognitive_Psychology
12030,Learning and Behavior,journal,"15434508, 15434494",Experimental_and_Cognitive_Psychology
13457,Learning and Motivation,journal,"00239690, 10959122",Experimental_and_Cognitive_Psychology
21100218512,Journal of Behavioral Finance,journal,"15427579, 15427560",Experimental_and_Cognitive_Psychology
21100805775,International Journal of Design Creativity and Innovation,journal,"21650357, 21650349",Experimental_and_Cognitive_Psychology
30014,Journal of Motor Behavior,journal,"00222895, 19401027",Experimental_and_Cognitive_Psychology
12693,Military Psychology,journal,"15327876, 08995605",Experimental_and_Cognitive_Psychology
12100154833,ACM Transactions on Applied Perception,journal,"15443965, 15443558",Experimental_and_Cognitive_Psychology
21100451649,Evolutionary Behavioral Sciences,journal,"23302933, 23302925",Experimental_and_Cognitive_Psychology
15427,Journal of Cognitive Psychotherapy,journal,"08898391, 1938887X",Experimental_and_Cognitive_Psychology
21100469452,Timing and Time Perception,journal,"2213445X, 22134468",Experimental_and_Cognitive_Psychology
13375,Psicologica,journal,"02112159, 15768597",Experimental_and_Cognitive_Psychology
10600153338,Integrative Psychological and Behavioral Science,journal,"19324502, 19363567",Experimental_and_Cognitive_Psychology
73721,South African Journal of Communication Disorders,journal,"03798046, 22254765",Experimental_and_Cognitive_Psychology
21100818750,Journal of EMDR Practice and Research,journal,"1933320X, 19333196",Experimental_and_Cognitive_Psychology
21100860435,Journal of Motor Learning and Development,journal,"23253215, 23253193",Experimental_and_Cognitive_Psychology
21100396385,Journal of Evidence-Based Psychotherapies,journal,23600853,Experimental_and_Cognitive_Psychology
21101077110,Cognitive Computation and Systems,journal,25177567,Experimental_and_Cognitive_Psychology
21100854898,NeuroRegulation,journal,23730587,Experimental_and_Cognitive_Psychology
18300156711,Advances in Cognitive Psychology,journal,18951171,Experimental_and_Cognitive_Psychology
19700166619,"Journal of Neuroscience, Psychology, and Economics",journal,"1937321X, 2151318X",Experimental_and_Cognitive_Psychology
16800154752,Journal of Cognition and Culture,journal,"15677095, 15685373",Experimental_and_Cognitive_Psychology
21100924303,Indo-European Linguistics,journal,"22125892, 22125884",Experimental_and_Cognitive_Psychology
13359,Psicologia Conductual,journal,11329483,Experimental_and_Cognitive_Psychology
4700152636,Mind and Society,journal,15937879,Experimental_and_Cognitive_Psychology
21101023175,Journal of Water and Environmental Nanotechnology,journal,"24766615, 24767204",Experimental_and_Cognitive_Psychology
29474,American Journal of Psychology,journal,"19398298, 00029556",Experimental_and_Cognitive_Psychology
5800207716,Gesture,journal,"15699773, 15681475",Experimental_and_Cognitive_Psychology
21100197358,Psyecology,journal,"19899386, 21711976",Experimental_and_Cognitive_Psychology
7000153258,International Journal of Psychology and Psychological Therapy,journal,15777057,Experimental_and_Cognitive_Psychology
21101018933,Habitat Sustentable,journal,07190700,Experimental_and_Cognitive_Psychology
18300156724,Psychology of Language and Communication,journal,12342238,Experimental_and_Cognitive_Psychology
21101132227,Culture and Evolution,journal,29397375,Experimental_and_Cognitive_Psychology
21101090010,Psikohumaniora,journal,"25029363, 25277456",Experimental_and_Cognitive_Psychology
21101152124,Psychology and Law,journal,22225196,Experimental_and_Cognitive_Psychology
21100792737,"International Journal of Cognitive Research in Science, Engineering and Education",journal,"2334847X, 23348496",Experimental_and_Cognitive_Psychology
21101155948,Experimental Psychology (Russia),journal,"20727593, 23117036",Experimental_and_Cognitive_Psychology
21100860060,"Cognition, Brain, Behavior. An Interdisciplinary Journal",journal,"2601226X, 22479228",Experimental_and_Cognitive_Psychology
21101144405,Psicogente,journal,"2027212X, 01240137",Experimental_and_Cognitive_Psychology
21101163244,Journal for the Cognitive Science of Religion,journal,"20497563, 20497555",Experimental_and_Cognitive_Psychology
21100923615,Rivista Internazionale di Filosofia e Psicologia,journal,"20394667, 22392629",Experimental_and_Cognitive_Psychology
17658,American Imago,journal,"10857931, 0065860X",Experimental_and_Cognitive_Psychology
21100967057,Psycholinguistics,journal,"23091797, 24153397",Experimental_and_Cognitive_Psychology
21100967510,East European Journal of Psycholinguistics,journal,"23123265, 23132116",Experimental_and_Cognitive_Psychology
30013,Journal of Mind and Behavior,journal,02710137,Experimental_and_Cognitive_Psychology
21100877822,Revista Argentina de Ciencias del Comportamiento,journal,18524206,Experimental_and_Cognitive_Psychology
19700188207,Revista Mexicana de Analisis de la Conducta,journal,"20070802, 01854534",Experimental_and_Cognitive_Psychology
21101023107,Reti Saperi Linguaggi,journal,"22797777, 18268889",Experimental_and_Cognitive_Psychology
21100253384,"International Journal of Cyber Behavior, Psychology and Learning",journal,"21557136, 21557144",Experimental_and_Cognitive_Psychology
21100841704,Journal of Cognitive Education and Psychology,journal,"18107621, 19458959",Experimental_and_Cognitive_Psychology
21101030208,Biolinguistics,journal,14503417,Experimental_and_Cognitive_Psychology
21100204931,Sistemi Intelligenti,journal,"11209550, 19738226",Experimental_and_Cognitive_Psychology
21100868885,"Children's Literature, Culture, and Cognition",book series,22129006,Experimental_and_Cognitive_Psychology
21100407161,Human-Animal Studies,book series,15734226,Experimental_and_Cognitive_Psychology
21100792504,Journal of Cognitive Science,journal,"15982327, 19766939",Experimental_and_Cognitive_Psychology
21101046136,Actes (IFSTTAR),conference and proceedings,2115418X,Experimental_and_Cognitive_Psychology
21101153195,Clinical Psychology and Special Education,journal,23040394,Experimental_and_Cognitive_Psychology
