Sourceid,Title,Type,Issn,Subject_Category
15392,Journal of Business and Psychology,journal,"1573353X, 08893268",Psychology_(miscellaneous)
21100840179,Qualitative Psychology,journal,"23263601, 23263598",Psychology_(miscellaneous)
12859,Cognition and Instruction,journal,"1532690X, 07370008",Psychology_(miscellaneous)
14075,Emotion,journal,"19311516, 15283542",Psychology_(miscellaneous)
5800207373,Journal of Positive Psychology,journal,"17439760, 17439779",Psychology_(miscellaneous)
15478,Journal of Experimental Psychology: General,journal,"00963445, 19392222",Psychology_(miscellaneous)
13563,Educational and Psychological Measurement,journal,"00131644, 15523888",Psychology_(miscellaneous)
13456,Psychological Inquiry,journal,"15327965, 1047840X",Psychology_(miscellaneous)
13268,Scientific Studies of Reading,journal,"1532799X, 10888438",Psychology_(miscellaneous)
12159,Body Image,journal,"17401445, 18736807",Psychology_(miscellaneous)
12773,British Journal of Mathematical and Statistical Psychology,journal,"00071102, 20448317",Psychology_(miscellaneous)
19900191715,Wiley Interdisciplinary Reviews: Cognitive Science,journal,"19395086, 19395078",Psychology_(miscellaneous)
14120,European Psychologist,journal,"1878531X, 10169040",Psychology_(miscellaneous)
12775,British Journal of Psychology,journal,"20448295, 00071269",Psychology_(miscellaneous)
14698,Review of General Psychology,journal,"10892680, 19391552",Psychology_(miscellaneous)
21101151822,Adversity and Resilience Science,journal,"26622416, 26622424",Psychology_(miscellaneous)
12807,Personality and Individual Differences,journal,01918869,Psychology_(miscellaneous)
21101081717,Methods in Psychology,journal,25902601,Psychology_(miscellaneous)
27473,Annals of Behavioral Medicine,journal,"15324796, 08836612",Psychology_(miscellaneous)
130087,Annual Review of Applied Linguistics,book series,02671905,Psychology_(miscellaneous)
15398,Journal of Career Assessment,journal,"10690727, 15524590",Psychology_(miscellaneous)
30073,Journal of Research in Personality,journal,"00926566, 10957251",Psychology_(miscellaneous)
12300154709,Asian Journal of Psychiatry,journal,"18762018, 18762026",Psychology_(miscellaneous)
29471,American Journal of Orthopsychiatry,journal,"19390025, 00029432",Psychology_(miscellaneous)
14761,International Journal of Stress Management,journal,"10725245, 15733424",Psychology_(miscellaneous)
29994,Appetite,journal,"01956663, 10958304",Psychology_(miscellaneous)
12825,Canadian Psychology,journal,07085591,Psychology_(miscellaneous)
14035,Psychology of Women Quarterly,journal,"14716402, 03616843",Psychology_(miscellaneous)
21100857520,Collabra: Psychology,journal,24747394,Psychology_(miscellaneous)
25987,Social Networks,journal,03788733,Psychology_(miscellaneous)
24842,International Journal of Selection and Assessment,journal,"14682389, 0965075X",Psychology_(miscellaneous)
21100830172,Psychology of Sexual Orientation and Gender Diversity,journal,"23290382, 23290390",Psychology_(miscellaneous)
30084,Journal of Sex Research,journal,"00224499, 15598519",Psychology_(miscellaneous)
15330,Thinking and Reasoning,journal,"14640708, 13546783",Psychology_(miscellaneous)
12834,Journal of Research in Reading,journal,"14679817, 01410423",Psychology_(miscellaneous)
12082,Australian Journal of Psychology,journal,"00049530, 17429536",Psychology_(miscellaneous)
21101170600,Psychoradiology,journal,26344416,Psychology_(miscellaneous)
27562,Archives of Sexual Behavior,journal,"15732800, 00040002",Psychology_(miscellaneous)
13378,Psicothema,journal,"02149915, 1886144X",Psychology_(miscellaneous)
5800179627,Self and Identity,journal,15298868,Psychology_(miscellaneous)
14420,Journal of Career Development,journal,"08948453, 15733548",Psychology_(miscellaneous)
14896,International Journal of Psychology,journal,"1464066X, 00207594",Psychology_(miscellaneous)
12028,Applied Psychological Measurement,journal,"01466216, 15523497",Psychology_(miscellaneous)
16664,Journal of Behavioral Medicine,journal,"15733521, 01607715",Psychology_(miscellaneous)
145172,Behavioral Sleep Medicine,journal,"15402010, 15402002",Psychology_(miscellaneous)
29452,Aggressive Behavior,journal,"10982337, 0096140X",Psychology_(miscellaneous)
19664,Criminal Justice and Behavior,journal,"15523594, 00938548",Psychology_(miscellaneous)
14788,Human Performance,journal,"08959285, 15327043",Psychology_(miscellaneous)
13479,Current Psychology,journal,"19364733, 10461310",Psychology_(miscellaneous)
25677,Journal of Child Language,journal,"03050009, 14697602",Psychology_(miscellaneous)
15503,Journal of Family Psychology,journal,"08933200, 19391293",Psychology_(miscellaneous)
29972,Journal of Homosexuality,journal,"15403602, 00918369",Psychology_(miscellaneous)
21100464683,BMC psychology,journal,20507283,Psychology_(miscellaneous)
5700181569,Journal of Gambling Studies,journal,"10505350, 15733602",Psychology_(miscellaneous)
15568,Journal of Mathematical Psychology,journal,"10960880, 00222496",Psychology_(miscellaneous)
21101161915,Complex Psychiatry,journal,"26733005, 2673298X",Psychology_(miscellaneous)
18654,Applied Psycholinguistics,journal,"14691817, 01427164",Psychology_(miscellaneous)
21101018925,Humanities and Social Sciences Communications,journal,26629992,Psychology_(miscellaneous)
25493,Cross-Cultural Research,journal,"15523578, 10693971",Psychology_(miscellaneous)
18011,Neuropsychological Rehabilitation,journal,"14640694, 09602011",Psychology_(miscellaneous)
145332,Identity,journal,"15283488, 1532706X",Psychology_(miscellaneous)
12819,Canadian Journal of Behavioural Science,journal,"0008400X, 18792669",Psychology_(miscellaneous)
19400157156,Journal of Pacific Rim Psychology,journal,18344909,Psychology_(miscellaneous)
21100873453,Palgrave Communications,journal,20551045,Psychology_(miscellaneous)
21101081716,Current Research in Behavioral Sciences,journal,26665182,Psychology_(miscellaneous)
20500195402,Psychology Learning and Teaching,journal,14757257,Psychology_(miscellaneous)
30072,Journal of Reproductive and Infant Psychology,journal,"1469672X, 02646838",Psychology_(miscellaneous)
21100945900,Health Psychology and Behavioral Medicine,journal,21642850,Psychology_(miscellaneous)
19700175787,Psychology Research and Behavior Management,journal,11791578,Psychology_(miscellaneous)
17545,Law and Human Behavior,journal,"01477307, 1573661X",Psychology_(miscellaneous)
21101134736,SSM - Mental Health,journal,26665603,Psychology_(miscellaneous)
13441,Psychologica Belgica,journal,"00332879, 2054670X",Psychology_(miscellaneous)
21100216571,Frontiers in Psychology,journal,16641078,Psychology_(miscellaneous)
14065,Measurement and Evaluation in Counseling and Development,journal,"07481756, 19476302",Psychology_(miscellaneous)
4000149409,Quarterly Journal of Experimental Psychology,journal,"17470218, 17470226",Psychology_(miscellaneous)
12740,New Ideas in Psychology,journal,0732118X,Psychology_(miscellaneous)
14775,Scandinavian Journal of Psychology,journal,"14679450, 00365564",Psychology_(miscellaneous)
12059,Memory,journal,"14640686, 09658211",Psychology_(miscellaneous)
30064,The Journal of Psychology,journal,"19401019, 00223980",Psychology_(miscellaneous)
15272,Spanish Journal of Psychology,journal,"19882904, 11387416",Psychology_(miscellaneous)
26843,"International Journal for the Psychology of Religion, The",journal,10508619,Psychology_(miscellaneous)
14172,Feminism and Psychology,journal,"14617161, 09593535",Psychology_(miscellaneous)
21101077288,Scholarship of Teaching and Learning in Psychology,journal,"23322101, 2332211X",Psychology_(miscellaneous)
19700182730,Asian American Journal of Psychology,journal,"19481985, 19481993",Psychology_(miscellaneous)
25319,Journal of Psychoactive Drugs,journal,02791072,Psychology_(miscellaneous)
21101167206,Advances in Simulation,journal,20590628,Psychology_(miscellaneous)
66374,Journal of Educational Measurement,journal,00220655,Psychology_(miscellaneous)
21101136809,Current Research in Ecological and Social Psychology,journal,26666227,Psychology_(miscellaneous)
5700184957,Methodology,journal,"16142241, 16141881",Psychology_(miscellaneous)
6400153136,BioPsychoSocial Medicine,journal,17510759,Psychology_(miscellaneous)
16300154722,Psychology of Music,journal,"17413087, 03057356",Psychology_(miscellaneous)
13465,Psychological Reports,journal,"00332941, 1558691X",Psychology_(miscellaneous)
13452,Creativity Research Journal,journal,"15326934, 10400419",Psychology_(miscellaneous)
13464,Psychological Record,journal,"00332933, 21633452",Psychology_(miscellaneous)
21101142603,Social Sciences and Humanities Open,journal,25902911,Psychology_(miscellaneous)
14143,Experimental Aging Research,journal,"10964657, 0361073X",Psychology_(miscellaneous)
12833,Journal of Psychoeducational Assessment,journal,"15575144, 07342829",Psychology_(miscellaneous)
19900192615,Cyberpsychology,journal,18027962,Psychology_(miscellaneous)
21101052704,Journal of Health and Social Sciences,journal,"24995886, 24992240",Psychology_(miscellaneous)
19900192612,Europe's Journal of Psychology,journal,18410413,Psychology_(miscellaneous)
19700188900,Social Psychology,journal,"18649335, 21512590",Psychology_(miscellaneous)
12084,Australian Psychologist,journal,"00050067, 17429544",Psychology_(miscellaneous)
16907,Research on Social Work Practice,journal,"10497315, 15527581",Psychology_(miscellaneous)
21101051829,Psychology of Popular Media,journal,"26896575, 26896567",Psychology_(miscellaneous)
21101113286,Sexual Abuse,journal,"1573286X, 10790632",Psychology_(miscellaneous)
5800179597,Training and Education in Professional Psychology,journal,19313918,Psychology_(miscellaneous)
13339,Professional Psychology: Research and Practice,journal,"19391323, 07357028",Psychology_(miscellaneous)
21101107951,Comprehensive Psychoneuroendocrinology,journal,26664976,Psychology_(miscellaneous)
15270,South African Journal of Psychology,journal,"00812463, 2078208X",Psychology_(miscellaneous)
16723,Journal of Intellectual and Developmental Disability,journal,"13668250, 14699532",Psychology_(miscellaneous)
21100901748,Behavioral Sciences,journal,2076328X,Psychology_(miscellaneous)
13194,Career Development Quarterly,journal,"21610045, 08894019",Psychology_(miscellaneous)
15435,Journal of Consciousness Studies,journal,"20512201, 13558250",Psychology_(miscellaneous)
12797,Journal of Educational and Psychological Consultation,journal,"10474412, 1532768X",Psychology_(miscellaneous)
15300154836,Zeitschrift fur Psychologie / Journal of Psychology,journal,"21512604, 21908370",Psychology_(miscellaneous)
15418,Women and Therapy,journal,"02703149, 15410315",Psychology_(miscellaneous)
21100933316,Journal for Person-Oriented Research,journal,"20030177, 20020244",Psychology_(miscellaneous)
14980,Humor,journal,"16133722, 09331719",Psychology_(miscellaneous)
21101062034,Music and Science,journal,20592043,Psychology_(miscellaneous)
21100899439,European Journal of Behavior Analysis,journal,2377729X,Psychology_(miscellaneous)
5700169289,Journal of Sexual Aggression,journal,"17426545, 13552600",Psychology_(miscellaneous)
21100409888,PsyCh Journal,journal,"20460260, 20460252",Psychology_(miscellaneous)
15367,Journal for the Theory of Social Behaviour,journal,"14685914, 00218308",Psychology_(miscellaneous)
14145,Experimental Psychology,journal,"21905142, 16183169",Psychology_(miscellaneous)
22496,Journal of Psycholinguistic Research,journal,"15736555, 00906905",Psychology_(miscellaneous)
21101089656,Translational Issues in Psychological Science,journal,"23322136, 23322179",Psychology_(miscellaneous)
14095,Ethics and Behavior,journal,"15327019, 10508422",Psychology_(miscellaneous)
21101160593,Insight,journal,"26646005, 2663970X",Psychology_(miscellaneous)
12062,International Journal for the Advancement of Counselling,journal,"01650653, 15733246",Psychology_(miscellaneous)
13541,Dreaming,journal,"10530797, 15733351",Psychology_(miscellaneous)
21100416194,Estudos de Psicologia (Campinas),journal,"19820275, 0103166X",Psychology_(miscellaneous)
21100774706,Cogent Psychology,journal,23311908,Psychology_(miscellaneous)
21101141431,Journal for the Measurement of Physical Behaviour,journal,"25756605, 25756613",Psychology_(miscellaneous)
30046,Journal of Phenomenological Psychology,journal,"15691624, 00472662",Psychology_(miscellaneous)
5000155903,Psicologia: Reflexao e Critica,journal,"01027972, 16787153",Psychology_(miscellaneous)
23842,Journal of Classification,journal,"01764268, 14321343",Psychology_(miscellaneous)
21100466462,Revista Iberoamericana de Psicologia y Salud,journal,"21712069, 19899246",Psychology_(miscellaneous)
21101039082,Scandinavian Journal of Work and Organizational Psychology,journal,20022867,Psychology_(miscellaneous)
15431,"Journal of comparative psychology (Washington, D.C. : 1983)",journal,"07357036, 19392087",Psychology_(miscellaneous)
19200156918,Anales de Psicologia,journal,"16952294, 02129728",Psychology_(miscellaneous)
29523,Annee Psychologique,journal,"19552580, 00035033",Psychology_(miscellaneous)
21100943507,Acta Psychologica Sinica,journal,0439755X,Psychology_(miscellaneous)
21101091713,European Journal for Qualitative Research in Psychotherapy,journal,17567599,Psychology_(miscellaneous)
12823,Canadian Journal of Human Sexuality,journal,"22917063, 11884517",Psychology_(miscellaneous)
15320,Teaching of Psychology,journal,"00986283, 15328023",Psychology_(miscellaneous)
14027,"Psychology, Crime and Law",journal,"14772744, 1068316X",Psychology_(miscellaneous)
18728,"Psychiatry, Psychology and Law",journal,"19341687, 13218719",Psychology_(miscellaneous)
15324,Theory and Psychology,journal,"14617447, 09593543",Psychology_(miscellaneous)
12693,Military Psychology,journal,"15327876, 08995605",Psychology_(miscellaneous)
13972,Psychological Studies,journal,"00332968, 09749861",Psychology_(miscellaneous)
21100229214,Malaysian Journal of Learning and Instruction,journal,"21802483, 16758110",Psychology_(miscellaneous)
21101060896,European Journal of Psychology Open,journal,26738627,Psychology_(miscellaneous)
21100456834,Counseling Outcome Research and Evaluation,journal,"21501378, 21501386",Psychology_(miscellaneous)
11700154377,Journal of Individual Differences,journal,"21512299, 16140001",Psychology_(miscellaneous)
70451,Consulting Psychology Journal,journal,10659293,Psychology_(miscellaneous)
5300152520,Papeles del Psicologo,journal,02147823,Psychology_(miscellaneous)
15457,Journal of Employment Counseling,journal,"21611920, 00220787",Psychology_(miscellaneous)
144977,Homicide Studies,journal,10887679,Psychology_(miscellaneous)
5300152225,Nordic Psychology,journal,19012276,Psychology_(miscellaneous)
13375,Psicologica,journal,"02112159, 15768597",Psychology_(miscellaneous)
145569,L1 Educational Studies in Language and Literature,journal,"15731731, 15676617",Psychology_(miscellaneous)
14730,Revista Latinoamericana de Psicologia,journal,01200534,Psychology_(miscellaneous)
21101045709,Forensic Science International: Mind and Law,journal,26663538,Psychology_(miscellaneous)
30408,American Indian and Alaska Native Mental Health Research,journal,"15337731, 08935394",Psychology_(miscellaneous)
15302,Studia Psychologica,journal,00393320,Psychology_(miscellaneous)
21101037131,Advances in Neurodevelopmental Disorders,journal,"23667532, 23667540",Psychology_(miscellaneous)
15352,Japanese Psychological Research,journal,"00215368, 14685884",Psychology_(miscellaneous)
21101173090,International Journal of Community Well-Being,journal,"25245309, 25245295",Psychology_(miscellaneous)
21100200401,International Journal of Psychological Research,journal,"20117922, 20112084",Psychology_(miscellaneous)
19500157012,Journal of Theoretical and Philosophical Psychology,journal,10688471,Psychology_(miscellaneous)
14958,Criminal Behaviour and Mental Health,journal,"09579664, 14712857",Psychology_(miscellaneous)
21100330713,Psychoanalytic Perspectives,journal,"1551806X, 21636958",Psychology_(miscellaneous)
21101152882,Psychological Test Adaptation and Development,journal,26981866,Psychology_(miscellaneous)
21100793178,Psicoperspectivas,journal,07186924,Psychology_(miscellaneous)
19200156803,Psihologija,journal,"14519283, 00485705",Psychology_(miscellaneous)
16861,Laterality,journal,"14640678, 1357650X",Psychology_(miscellaneous)
21101138521,Journal of Education Culture and Society,journal,20811640,Psychology_(miscellaneous)
21100860733,Trends in Psychology,journal,23581883,Psychology_(miscellaneous)
21100860383,Cultural-Historical Psychology,journal,"22248935, 18165435",Psychology_(miscellaneous)
17900156713,International Journal of Applied Psychoanalytic Studies,journal,"17423341, 15569187",Psychology_(miscellaneous)
21100898825,Aloma,journal,"23399694, 11383194",Psychology_(miscellaneous)
21100996943,Psychological Science and Education,journal,"18142052, 23117273",Psychology_(miscellaneous)
5300152723,Journal of Psychology in Africa,journal,14330237,Psychology_(miscellaneous)
21100201309,International Journal of Dream Research,journal,18667953,Psychology_(miscellaneous)
25057,Mathematical Social Sciences,journal,01654896,Psychology_(miscellaneous)
18300156711,Advances in Cognitive Psychology,journal,18951171,Psychology_(miscellaneous)
21101030143,Psychology Hub,journal,"2723973X, 27242943",Psychology_(miscellaneous)
21101037151,Human Arenas,journal,25225804,Psychology_(miscellaneous)
19700188499,Suma Psicologica,journal,"21459797, 01214381",Psychology_(miscellaneous)
19700200986,International Review of Pragmatics,journal,"18773109, 18773095",Psychology_(miscellaneous)
35102,Psikhologicheskii Zhurnal,journal,02059592,Psychology_(miscellaneous)
21100228035,Psychology in Russia: State of the Art,journal,20746857,Psychology_(miscellaneous)
21100228948,"TPM - Testing, Psychometrics, Methodology in Applied Psychology",journal,19726325,Psychology_(miscellaneous)
145109,Australian and New Zealand Journal of Family Therapy,journal,0814723X,Psychology_(miscellaneous)
10600153356,Acta Colombiana de Psicologia,journal,"19099711, 01239155",Psychology_(miscellaneous)
21100901172,Military Behavioral Health,journal,"21635781, 21635803",Psychology_(miscellaneous)
21100217604,Siglo Cero,journal,02101696,Psychology_(miscellaneous)
19900193614,Open Psychology Journal,journal,18743501,Psychology_(miscellaneous)
21100217020,Revista Iberoamericana de Diagnostico y Evaluacion Psicologica,journal,11353848,Psychology_(miscellaneous)
30063,Journal of Psychology and Theology,journal,"23281162, 00916471",Psychology_(miscellaneous)
21100211343,Hellenic Journal of Psychology,journal,17901391,Psychology_(miscellaneous)
21100200415,Revista Colombiana de Psicologia,journal,01215469,Psychology_(miscellaneous)
5700164134,Interamerican Journal of Psychology,journal,00349690,Psychology_(miscellaneous)
4700152252,Sexologies,journal,11581360,Psychology_(miscellaneous)
16800154737,Archive for the Psychology of Religion,journal,"00846724, 15736121",Psychology_(miscellaneous)
21101058102,European Journal of Education and Psychology,journal,"18888992, 19892209",Psychology_(miscellaneous)
5800207553,Linguistics in the Netherlands,journal,09297332,Psychology_(miscellaneous)
12700154743,Psykhe,journal,"07182228, 07170297",Psychology_(miscellaneous)
19700175607,Estudios de Psicologia,journal,"02109395, 15793699",Psychology_(miscellaneous)
21101152855,Addicta: the Turkish Journal on Addictions,journal,"21491305, 21487286",Psychology_(miscellaneous)
145657,Conflict Resolution Quarterly,journal,"15365581, 15411508",Psychology_(miscellaneous)
19700175587,Interdisciplinaria,journal,"03258203, 16687027",Psychology_(miscellaneous)
21100200647,Polish Psychological Bulletin,journal,"16417844, 00792993",Psychology_(miscellaneous)
25313,Journal of Child and Adolescent Substance Abuse,journal,1067828X,Psychology_(miscellaneous)
18083,Sociological Focus,journal,"00380237, 21621128",Psychology_(miscellaneous)
13437,Psychologia,journal,"00332852, 13475916",Psychology_(miscellaneous)
21101156976,Revista de Psicologia Aplicada al Deporte y al Ejercicio Fisico,journal,25303910,Psychology_(miscellaneous)
14769,History of Psychology,journal,"19390610, 10934510",Psychology_(miscellaneous)
21101176726,Creative Arts in Education and Therapy,journal,"24682306, 2451876X",Psychology_(miscellaneous)
19700175063,European Journal of Mental Health,journal,"17887119, 17884934",Psychology_(miscellaneous)
21101065161,Ciencias Psicologicas,journal,"16884221, 16884094",Psychology_(miscellaneous)
5600155041,Zeitschrift fur Sexualforschung,journal,09328114,Psychology_(miscellaneous)
14888,International Journal of Comparative Psychology,journal,"08893667, 21683344",Psychology_(miscellaneous)
21100896229,Phenomenology and Mind,journal,"22807853, 22394028",Psychology_(miscellaneous)
21100256950,Movement and Sports Sciences - Science et Motricite,journal,"21185735, 21185743",Psychology_(miscellaneous)
20000195050,Paideia,journal,"0103863X, 19824327",Psychology_(miscellaneous)
21100780996,"Psychology, Journal of the Higher School of Economics",journal,18138918,Psychology_(miscellaneous)
21100897202,FWU Journal of Social Sciences,journal,19951272,Psychology_(miscellaneous)
13997,Psychologische Rundschau,journal,00333042,Psychology_(miscellaneous)
21101155948,Experimental Psychology (Russia),journal,"20727593, 23117036",Psychology_(miscellaneous)
3900148501,North American Journal of Psychology,journal,15277143,Psychology_(miscellaneous)
21101102055,International Journal of Sport and Society,journal,"21527865, 21527857",Psychology_(miscellaneous)
19700174668,Annual Review of CyberTherapy and Telemedicine,journal,15548716,Psychology_(miscellaneous)
12014,Anuario de Psicologia,journal,00665126,Psychology_(miscellaneous)
12831,Ceskoslovenska Psychologie,journal,"18046436, 0009062X",Psychology_(miscellaneous)
5800208171,Psico-USF,journal,21753563,Psychology_(miscellaneous)
21100858550,Psychological Thought,journal,21937281,Psychology_(miscellaneous)
21100400192,Annals of Psychology,journal,24514306,Psychology_(miscellaneous)
21100899527,Australian Feminist Law Journal,journal,"22040064, 13200968",Psychology_(miscellaneous)
21100469663,Revista de Psicologia (Peru),journal,"02549247, 22233733",Psychology_(miscellaneous)
13329,Pratiques Psychologiques,journal,"1878092X, 12691763",Psychology_(miscellaneous)
15355,Travail Humain,journal,00411868,Psychology_(miscellaneous)
59860,Arquivos Brasileiros de Psicologia,journal,"18095267, 01008692",Psychology_(miscellaneous)
13990,Psychologie Francaise,journal,00332984,Psychology_(miscellaneous)
21100942816,Shagi/ Steps,journal,"27821765, 24129410",Psychology_(miscellaneous)
21101053110,Turkish Psychological Counseling and Guidance Journal,journal,13021370,Psychology_(miscellaneous)
21100228079,Analise Psicologica,journal,08708231,Psychology_(miscellaneous)
21100926538,Sibirskiy Psikhologicheskiy Zhurnal,journal,"17267080, 24110809",Psychology_(miscellaneous)
12748,New Zealand Journal of Psychology,journal,0112109X,Psychology_(miscellaneous)
21100901169,Revista CES Psicologia,journal,20113080,Psychology_(miscellaneous)
21101047144,Islamic Guidance and Counseling Journal,journal,"26855909, 26141566",Psychology_(miscellaneous)
12002,Journal of the History of the Behavioral Sciences,journal,"00225061, 15206696",Psychology_(miscellaneous)
21100886538,Quadernos de Psicologia,journal,"02113481, 20144520",Psychology_(miscellaneous)
21100822743,PSICOLOGIA,journal,"08742049, 21832471",Psychology_(miscellaneous)
21101037305,Russian Psychological Journal,journal,"18121853, 24115789",Psychology_(miscellaneous)
21100403825,Avaliacao Psicologica,journal,"21753431, 16770471",Psychology_(miscellaneous)
14732,Revista Mexicana de Psicologia,journal,01856073,Psychology_(miscellaneous)
7500153128,Universitas Psychologica,journal,16579267,Psychology_(miscellaneous)
21100786920,Pakistan Journal of Psychological Research,journal,10160604,Psychology_(miscellaneous)
21101142416,Journal of Underrepresented and Minority Progress,journal,"25743465, 25743481",Psychology_(miscellaneous)
5400152702,Estudos de Psicologia,journal,"16784669, 1413294X",Psychology_(miscellaneous)
21100900132,Interacao em Psicologia,journal,"19818076, 19818068",Psychology_(miscellaneous)
21101141651,Revista Guillermo de Ockham,journal,"1794192X, 22563202",Psychology_(miscellaneous)
14806,Shinrigaku Kenkyu,journal,00215236,Psychology_(miscellaneous)
4700152605,Psicologia: Teoria e Pesquisa,journal,01023772,Psychology_(miscellaneous)
19700180913,Psicologia USP,journal,"01036564, 16785177",Psychology_(miscellaneous)
21101121506,Psychology,journal,"11065737, 27326640",Psychology_(miscellaneous)
21100843526,Ricerche di Psicologia,journal,"03916081, 19725620",Psychology_(miscellaneous)
40126,Journal of Social Distress and the Homeless,journal,"1573658X, 10530789",Psychology_(miscellaneous)
4700152863,Psicologia em Estudo,journal,14137372,Psychology_(miscellaneous)
21100296641,Research on Professional Responsibility and Ethics in Accounting,book series,15740765,Psychology_(miscellaneous)
21100845670,Studies in American Humor,journal,"23339934, 0095280X",Psychology_(miscellaneous)
5700181944,Deutsche Sprache,journal,03409341,Psychology_(miscellaneous)
5700175216,Magyar Pszichologiai Szemle,journal,"00250279, 15882799",Psychology_(miscellaneous)
89489,Voprosy Psikhologii,journal,00428841,Psychology_(miscellaneous)
5700184173,Histoire Epistemologie Langage,journal,"07508069, 16381580",Psychology_(miscellaneous)
5800208032,Suvremena Psihologija,journal,13319264,Psychology_(miscellaneous)
21101146415,Jurnal Pengukuran Psikologi dan Pendidikan Indonesia,journal,"20896247, 26545713",Psychology_(miscellaneous)
21101108505,Actualidades en Psicologia,journal,"02586444, 22153535",Psychology_(miscellaneous)
5700154120,Giornale Italiano di Psicologia,journal,03905349,Psychology_(miscellaneous)
21100899925,Nomadas,journal,"25394762, 01217550",Psychology_(miscellaneous)
21100456125,Psiholoska Obzorja,journal,"13181874, 23505141",Psychology_(miscellaneous)
21101066327,MedUNAB,journal,"01237047, 23824603",Psychology_(miscellaneous)
21101039065,Ethics in Progress,journal,20849257,Psychology_(miscellaneous)
19700200805,Psychological Perspectives,journal,"00332925, 15563030",Psychology_(miscellaneous)
21101017897,European Yearbook of the History of Psychology,journal,"22955267, 25070304",Psychology_(miscellaneous)
12000154490,Agora,journal,"15161498, 18094414",Psychology_(miscellaneous)
15925,Journal of Parapsychology,journal,00223387,Psychology_(miscellaneous)
14006,Psychologist,journal,09528229,Psychology_(miscellaneous)
25369,Revista Critica de Ciencias Sociais,journal,02541106,Psychology_(miscellaneous)
21101170038,Journal of Psychopathology and Clinical Science,journal,"2769755X, 27697541",Psychology_(miscellaneous)
21101169886,Sovremennaa Terapia Psihiceskih Rasstrojstv,journal,23064137,Psychology_(miscellaneous)
4600151524,Annual Review of Clinical Psychology,journal,"15485951, 15485943",Clinical_Psychology
12854,Clinical Psychology Review,journal,"18737811, 02727358",Clinical_Psychology
21101159371,Nature Reviews Psychology,journal,27310574,Clinical_Psychology
19181,Psychotherapy and Psychosomatics,journal,"00333190, 14230348",Clinical_Psychology
19400158464,Health Psychology Review,journal,"17437202, 17437199",Clinical_Psychology
21100244230,Alcohol research : current reviews,journal,"21694796, 21683492",Clinical_Psychology
12841,Clinical Child and Family Psychology Review,journal,"15732827, 10964037",Clinical_Psychology
15375,Journal of Anxiety Disorders,journal,"08876185, 18737897",Clinical_Psychology
13487,Depression and Anxiety,journal,"10914269, 15206394",Clinical_Psychology
19900193555,Social Psychological and Personality Science,journal,"19485514, 19485506",Clinical_Psychology
15439,Journal of Consulting and Clinical Psychology,journal,0022006X,Clinical_Psychology
29561,Journals of Gerontology - Series B Psychological Sciences and Social Sciences,journal,"10795014, 17585368",Clinical_Psychology
21100274406,Clinical Psychological Science,journal,"21677034, 21677026",Clinical_Psychology
21100373947,Journal of Behavioral Addictions,journal,"20625871, 20635303",Clinical_Psychology
22861,Political Psychology,journal,"0162895X, 14679221",Clinical_Psychology
15370,Journal of Abnormal Psychology,journal,"1939843X, 0021843X",Clinical_Psychology
16245,Journal of Affective Disorders,journal,"01650327, 15732517",Clinical_Psychology
3900148209,International Journal of Clinical and Health Psychology,journal,16972600,Clinical_Psychology
14921,Comprehensive Psychiatry,journal,"0010440X, 15328384",Clinical_Psychology
15452,Journal of Counseling Psychology,journal,00220167,Clinical_Psychology
12058,Assessment,journal,"10731911, 15523489",Clinical_Psychology
12868,Cognitive Behaviour Therapy,journal,"16512316, 16506073",Clinical_Psychology
12127,Behaviour Research and Therapy,journal,"00057967, 1873622X",Clinical_Psychology
12767,British Journal of Clinical Psychology,journal,"01446657, 20448260",Clinical_Psychology
15406,Journal of Clinical Child and Adolescent Psychology,journal,"15374424, 15374416",Clinical_Psychology
21100977385,Chronic Stress,journal,24705470,Clinical_Psychology
21100854140,Schizophrenia,journal,2334265X,Clinical_Psychology
24763,Addictive Behaviors,journal,"03064603, 18736327",Clinical_Psychology
18200156707,"Psychological Trauma: Theory, Research, Practice, and Policy",journal,"1942969X, 19429681",Clinical_Psychology
12107,Behavior Therapy,journal,"00057894, 18781888",Clinical_Psychology
25334,Journal of Substance Abuse Treatment,journal,"18736483, 07405472",Clinical_Psychology
14152,Family Process,journal,"15455300, 00147370",Clinical_Psychology
12844,Clinical Psychology: Science and Practice,journal,"14682850, 09695893",Clinical_Psychology
14080,Psychotherapy Research,journal,"10503307, 14684381",Clinical_Psychology
21101151822,Adversity and Resilience Science,journal,"26622416, 26622424",Clinical_Psychology
12852,Clinical Psychology and Psychotherapy,journal,"10633995, 10990879",Clinical_Psychology
30042,Journal of Personality Assessment,journal,"15327752, 00223891",Clinical_Psychology
21100972444,Current Addiction Reports,journal,21962952,Clinical_Psychology
21101150129,Affective Science,journal,"2662205X, 26622041",Clinical_Psychology
21100854907,Borderline Personality Disorder and Emotion Dysregulation,journal,20516673,Clinical_Psychology
13442,Psychological Assessment,journal,"1939134X, 10403590",Clinical_Psychology
12020,"Anxiety, Stress and Coping",journal,"10615806, 14772205",Clinical_Psychology
12005,Journal of Traumatic Stress,journal,"15736598, 08949867",Clinical_Psychology
70201,Clinical Neuropsychologist,journal,"13854046, 17444144",Clinical_Psychology
12000154320,Addiction science &amp; clinical practice,journal,"19400632, 19400640",Clinical_Psychology
